Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
542,Cristián Zapata,co,DF,Milan,30,1986,11.0,28,18,20,7,1,28,10,70.0,3,110,38,34.5,20,7,1,15,4,0,11,17,45,32,0,/en/players/b1deecf8/matchlogs/2017-2018/defense/Cristian-Zapata-Match-Logs
543,Duván Zapata,co,FW,Sampdoria,26,1991,23.4,11,7,3,7,1,11,8,62.5,3,336,84,25.0,3,7,1,13,0,0,13,10,21,19,0,/en/players/d3de9af0/matchlogs/2017-2018/defense/Duvan-Zapata-Match-Logs
544,Davide Zappacosta,it,DF,Torino,25,1992,1.1,0,0,0,0,0,0,0,,0,4,1,25.0,0,0,0,0,0,0,0,2,2,0,0,/en/players/7fe90ccd/matchlogs/2017-2018/defense/Davide-Zappacosta-Match-Logs
545,Rafik Zekhnini,no,MF,Fiorentina,19,1998,0.1,0,0,0,0,0,0,0,,0,8,1,12.5,0,0,0,0,0,0,0,0,0,0,0,/en/players/1b62a7df/matchlogs/2017-2018/defense/Rafik-Zekhnini-Match-Logs
546,Piotr Zieliński,pl,"MF,FW",Napoli,23,1994,18.5,31,19,6,18,7,31,24,25.0,18,317,95,30.0,6,18,7,40,5,0,35,12,43,13,0,/en/players/a5296e55/matchlogs/2017-2018/defense/Piotr-Zielinski-Match-Logs
547,Bruno Zuculini,ar,MF,Hellas Verona,24,1993,13.5,73,43,41,29,3,73,50,42.0,29,346,112,32.4,41,29,3,33,8,0,25,47,120,37,0,/en/players/17cddb4d/matchlogs/2017-2018/defense/Bruno-Zuculini-Match-Logs
548,Franco Zuculini,ar,MF,Hellas Verona,26,1990,3.7,16,10,7,7,2,16,8,37.5,5,97,33,34.0,7,7,2,4,0,0,4,5,21,3,0,/en/players/9c31bb89/matchlogs/2017-2018/defense/Franco-Zuculini-Match-Logs
549,Ervin Zukanović,ba,DF,Genoa,30,1987,31.9,57,35,37,17,3,57,64,35.9,41,282,97,34.4,37,17,3,55,22,1,33,45,102,167,2,/en/players/1253a12e/matchlogs/2017-2018/defense/Ervin-Zukanovic-Match-Logs
550,Filip Đuričić,rs,FW,Sampdoria,25,1992,0.1,0,0,0,0,0,0,1,0.0,1,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/eccbe56a/matchlogs/2017-2018/defense/Filip-Djuricic-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Filip Đuričić,rs,"FW,MF",Benevento,25,1992,10.8,21,12,11,7,3,21,11,54.5,5,144,33,22.9,11,7,3,9,1,0,8,11,32,3,0,/en/players/eccbe56a/matchlogs/2017-2018/defense/Filip-Djuricic-Match-Logs
552,Christian Rutjens,,,Benevento,,,0.0,,,,,,,,,,,,,,,,,,,,,0,,,
